Group,Organism,Kingdom,Phylum,Class,Order,Family,Genus,Species,Score,Hit,Accession_Number_1,Accession_Number_2,Accession_Number_3,C1,C2,C3,F1,F2,F3,D1,D2,D3,0036.1,0036.2,0036.3,1887.1,1887.2,1887.3,G1,G2,G3,R1,R2,R3,S1,S2,S3
denovo0,Bacteria; __Cyanobacteria; __; __Nostocales; __Calotrichaceae; __Dulcicalothrix; __Dulcicalothrix necridiiformans,Bacteria,__Cyanobacteria,__,__Nostocales,__Calotrichaceae,__Dulcicalothrix,__Dulcicalothrix necridiiformans,1,1,NR_164867.1,NA,NA,7,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8068,10511,10467
denovo1036,Bacteria; __Firmicutes; __; __; __; __Hydrogenispora; __Hydrogenispora ethanolica,Bacteria,__Firmicutes,__,__,__,__Hydrogenispora,__Hydrogenispora ethanolica,1,1,NR_125455.1,NA,NA,1,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1037,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1038,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,9,3,1,0,2,1,1,0,2,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0
denovo1039,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Thermoactinomycetaceae; __Thermoactinomyces; __Thermoactinomyces daqus,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Thermoactinomycetaceae,__Thermoactinomyces,__Thermoactinomyces daqus,1,1,NR_118583.1,NA,NA,0,0,3,3,1,0,0,1,4,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0
denovo1040,Bacteria; __Bacteroidetes; __Bacteroidia; __Bacteroidales; __Lentimicrobiaceae; __Lentimicrobium; __Lentimicrobium saccharophilum,Bacteria,__Bacteroidetes,__Bacteroidia,__Bacteroidales,__Lentimicrobiaceae,__Lentimicrobium,__Lentimicrobium saccharophilum,1,1,NR_149795.1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
denovo1041,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,0,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
denovo1042,Bacteria; __Actinobacteria; __Actinobacteria; __Micromonosporales; __Micromonosporaceae; __Krasilnikovia; __Krasilnikovia cinnamomea,Bacteria,__Actinobacteria,__Actinobacteria,__Micromonosporales,__Micromonosporaceae,__Krasilnikovia,__Krasilnikovia cinnamomea,1,1,NR_041337.1,NA,NA,4,1,1,3,3,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1043,Bacteria; __Proteobacteria; __Oligoflexia; __Bdellovibrionales; __Bdellovibrionaceae; __Bdellovibrio; __Bdellovibrio bacteriovorus,Bacteria,__Proteobacteria,__Oligoflexia,__Bdellovibrionales,__Bdellovibrionaceae,__Bdellovibrio,__Bdellovibrio bacteriovorus,1,1,NR_027553.1,NA,NA,0,0,1,4,1,4,1,2,1,7,2,0,1,1,1,0,0,0,0,0,0,0,0,0
denovo1044,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Bellilinea; __Bellilinea caldifistulae,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Bellilinea,__Bellilinea caldifistulae,1,1,NR_041354.1,NA,NA,0,1,0,0,0,0,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0
denovo1045,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0
denovo1046,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Phaselicystidaceae; __Phaselicystis; __Phaselicystis flava,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Phaselicystidaceae,__Phaselicystis,__Phaselicystis flava,1,1,NR_044523.1,NA,NA,2,0,1,2,6,0,3,2,2,1,1,3,1,3,2,0,0,0,0,0,0,0,0,0
denovo1047,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,0,1,0,5,2,2,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
denovo1048,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Hungateiclostridiaceae; __Thermoclostridium; __Thermoclostridium stercorarium,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Hungateiclostridiaceae,__Thermoclostridium,__Thermoclostridium stercorarium,1,1,NR_102513.1,NA,NA,0,3,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1049,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,1,6,1,1,0,2,1,1,1,1,0,1,6,3,0,0,0,0,0,0,0,0,0,0
denovo1050,Bacteria; __Chlamydiae; __Chlamydiia; __Parachlamydiales; __Parachlamydiaceae; __Candidatus Protochlamydia; __Candidatus Protochlamydia,Bacteria,__Chlamydiae,__Chlamydiia,__Parachlamydiales,__Parachlamydiaceae,__Candidatus Protochlamydia,__Candidatus Protochlamydia,1,1,NR_115817.1,NA,NA,1,3,0,0,0,0,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
denovo1051,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Sediminibacterium; __Sediminibacterium aquarii,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Sediminibacterium,__Sediminibacterium aquarii,1,1,NR_152667.1,NA,NA,0,3,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
denovo1052,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Chromatiales; __Ectothiorhodospiraceae; __Alkalispirillum; __Alkalispirillum mobile,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Chromatiales,__Ectothiorhodospiraceae,__Alkalispirillum,__Alkalispirillum mobile,1,1,NR_024961.1,NA,NA,0,6,1,2,1,0,2,2,3,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1053,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
denovo1054,Bacteria; __Proteobacteria; __Betaproteobacteria; __Rhodocyclales; __Zoogloeaceae; __Azoarcus; __Azoarcus indigens,Bacteria,__Proteobacteria,__Betaproteobacteria,__Rhodocyclales,__Zoogloeaceae,__Azoarcus,__Azoarcus indigens,1,1,NR_024851.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,5
denovo1055,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Hyphomicrobiaceae; __Blastochloris; __Blastochloris viridis,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Hyphomicrobiaceae,__Blastochloris,__Blastochloris viridis,1,1,NR_117911.1,NA,NA,1,0,1,1,0,2,0,0,0,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0
denovo1056,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Paenibacillaceae; __Paenibacillus; __Paenibacillus ginsengihumi,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Paenibacillaceae,__Paenibacillus,__Paenibacillus ginsengihumi,1,1,NR_044223.1,NA,NA,0,0,0,3,4,0,0,0,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0
denovo1057,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __; __Ideonella; __Ideonella dechloratans,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__,__Ideonella,__Ideonella dechloratans,1,1,NR_026108.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5
denovo1058,Bacteria; __Planctomycetes; __Planctomycetia; __Gemmatales; __Gemmataceae; __Gemmata; __Gemmata massiliana,Bacteria,__Planctomycetes,__Planctomycetia,__Gemmatales,__Gemmataceae,__Gemmata,__Gemmata massiliana,1,1,NR_148576.1,NA,NA,0,0,2,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1059,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,7,2,0,0,0,0,2,0,2,2,2,1,5,1,1,0,0,0,0,0,0,0,0,0
denovo1060,Bacteria; __Cyanobacteria; __; __Chroococcales; __Aphanothecaceae; __Gloeothece; __Gloeothece membranacea,Bacteria,__Cyanobacteria,__,__Chroococcales,__Aphanothecaceae,__Gloeothece,__Gloeothece membranacea,1,1,NR_119092.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
denovo1061,Bacteria; __Firmicutes; __Clostridia; __Thermoanaerobacterales; __Thermoanaerobacteraceae; __Gelria; __Gelria glutamica,Bacteria,__Firmicutes,__Clostridia,__Thermoanaerobacterales,__Thermoanaerobacteraceae,__Gelria,__Gelria glutamica,1,1,NR_041819.1,NA,NA,0,2,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1062,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Peptostreptococcaceae; __Paraclostridium; __Paraclostridium benzoelyticum,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Peptostreptococcaceae,__Paraclostridium,__Paraclostridium benzoelyticum,1,1,NR_148815.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,11,0,3
denovo1063,Bacteria; __Actinobacteria; __Actinobacteria; __Micrococcales; __Microbacteriaceae; __Lysinimonas; __Lysinimonas soli,Bacteria,__Actinobacteria,__Actinobacteria,__Micrococcales,__Microbacteriaceae,__Lysinimonas,__Lysinimonas soli,1,1,NR_109464.1,NA,NA,2,0,1,0,0,1,1,4,1,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0
denovo1064,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,4,7,0,1,3,2,0,3,1,0,8,3,0,0,0,0,0,0,0,0,0
denovo1065,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Polyangiaceae; __Racemicystis; __Racemicystis persica,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Polyangiaceae,__Racemicystis,__Racemicystis persica,1,1,NR_156102.1,NA,NA,2,1,0,1,0,3,1,0,2,3,0,4,2,2,1,0,0,0,0,0,0,0,0,0
denovo1066,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Hymenobacteraceae; __Parahymenobacter; __Parahymenobacter ocellatus,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__Hymenobacteraceae,__Parahymenobacter,__Parahymenobacter ocellatus,1,1,NR_044943.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
denovo1067,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,5,4,2,1,3,0,1,8,2,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0
denovo1068,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Coxiellaceae; __Coxiella; __Coxiella burnetii,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Legionellales,__Coxiellaceae,__Coxiella,__Coxiella burnetii,1,1,NR_104916.1,NA,NA,0,0,2,6,2,2,1,0,3,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0
denovo1069,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Clostridiaceae; __Clostridium; __Clostridium swellfunianum,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Clostridiaceae,__Clostridium,__Clostridium swellfunianum,1,1,NR_126179.1,NA,NA,2,0,0,1,2,1,1,0,1,1,0,0,0,2,0,1,0,2,0,0,0,1,0,2
denovo1070,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,0,1,2,1,2,2,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
denovo1071,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,0,3,4,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1072,Bacteria; __Bacteroidetes; __Saprospiria; __Saprospirales; __Haliscomenobacteraceae; __Phaeodactylibacter; __Phaeodactylibacter xiamenensis,Bacteria,__Bacteroidetes,__Saprospiria,__Saprospirales,__Haliscomenobacteraceae,__Phaeodactylibacter,__Phaeodactylibacter xiamenensis,1,1,NR_134132.1,NA,NA,4,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo1073,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Tellurirhabdus; __Tellurirhabdus rosea,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__Cytophagaceae,__Tellurirhabdus,__Tellurirhabdus rosea,1,1,NR_164955.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3
denovo1074,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
denovo1075,Bacteria; __Acidobacteria; __Vicinamibacteria; __; __Vicinamibacteraceae; __Vicinamibacter; __Vicinamibacter silvestris,Bacteria,__Acidobacteria,__Vicinamibacteria,__,__Vicinamibacteraceae,__Vicinamibacter,__Vicinamibacter silvestris,1,1,NR_151905.1,NA,NA,1,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
denovo1076,Bacteria; __Planctomycetes; __Planctomycetia; __Pirellulales; __Thermoguttaceae; __Thermostilla; __Thermostilla marina,Bacteria,__Planctomycetes,__Planctomycetia,__Pirellulales,__Thermoguttaceae,__Thermostilla,__Thermostilla marina,1,1,NR_148598.1,NA,NA,1,2,5,5,3,5,0,1,0,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0
denovo1077,Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __Acidimicrobiaceae; __Aciditerrimonas; __Aciditerrimonas ferrireducens,Bacteria,__Actinobacteria,__Acidimicrobiia,__Acidimicrobiales,__Acidimicrobiaceae,__Aciditerrimonas,__Aciditerrimonas ferrireducens,1,1,NR_112972.1,NA,NA,3,2,0,0,3,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
denovo1078,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __Comamonas; __Comamonas aquatica,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Comamonadaceae,__Comamonas,__Comamonas aquatica,1,1,NR_165757.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
denovo1079,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
denovo1080,Bacteria; __Cyanobacteria; __; __Synechococcales; __Synechococcaceae; __Cyanobium; __Cyanobium gracile,Bacteria,__Cyanobacteria,__,__Synechococcales,__Synechococcaceae,__Cyanobium,__Cyanobium gracile,1,1,NR_102447.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,23
denovo1081,Bacteria; __Planctomycetes; __Planctomycetia; __Isosphaerales; __Isosphaeraceae; __Singulisphaera; __Singulisphaera acidiphila,Bacteria,__Planctomycetes,__Planctomycetia,__Isosphaerales,__Isosphaeraceae,__Singulisphaera,__Singulisphaera acidiphila,1,1,NR_102439.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
denovo1082,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Acidiferrobacterales; __Acidiferrobacteraceae; __Sulfurifustis; __Sulfurifustis variabilis,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Acidiferrobacterales,__Acidiferrobacteraceae,__Sulfurifustis,__Sulfurifustis variabilis,1,1,NR_137347.1,NA,NA,0,0,3,1,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
denovo1083,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __; __Minicystis; __Minicystis rosea,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__,__Minicystis,__Minicystis rosea,1,1,NR_134090.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4
denovo1084,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
denovo1085,Bacteria; __Cyanobacteria; __; __Oscillatoriales; __Coleofasciculaceae; __Coleofasciculus; __Coleofasciculus chthonoplastes,Bacteria,__Cyanobacteria,__,__Oscillatoriales,__Coleofasciculaceae,__Coleofasciculus,__Coleofasciculus chthonoplastes,1,1,NR_125521.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16
denovo1086,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Nannocystaceae; __Nannocystis; __Nannocystis exedens,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Nannocystaceae,__Nannocystis,__Nannocystis exedens,1,1,NR_040928.1,NA,NA,2,1,4,3,1,5,2,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0
denovo1087,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Chitinophaga; __Chitinophaga ginsengisoli,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Chitinophaga,__Chitinophaga ginsengisoli,1,1,NR_041375.1,NA,NA,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1088,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobiaceae; __Luteolibacter; __Luteolibacter cuticulihirudinis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobiaceae,__Luteolibacter,__Luteolibacter cuticulihirudinis,1,1,NR_109603.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1
denovo1089,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1090,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Rhodobiaceae; __Rhodoligotrophos; __Rhodoligotrophos appendicifer,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhizobiales,__Rhodobiaceae,__Rhodoligotrophos,__Rhodoligotrophos appendicifer,1,1,NR_113322.1,NA,NA,0,1,2,3,2,2,2,0,0,2,2,0,1,2,4,0,0,0,0,0,0,0,0,0
denovo1091,Bacteria; __Proteobacteria; __Oligoflexia; __Bdellovibrionales; __Bdellovibrionaceae; __Bdellovibrio; __Bdellovibrio bacteriovorus,Bacteria,__Proteobacteria,__Oligoflexia,__Bdellovibrionales,__Bdellovibrionaceae,__Bdellovibrio,__Bdellovibrio bacteriovorus,1,1,NR_027553.1,NA,NA,0,3,1,6,2,0,1,0,2,1,2,3,4,0,3,0,0,0,0,0,0,0,0,0
denovo1092,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1093,Bacteria; __Planctomycetes; __Planctomycetia; __Planctomycetales; __Planctomycetaceae; __Rubinisphaera; __Rubinisphaera brasiliensis,Bacteria,__Planctomycetes,__Planctomycetia,__Planctomycetales,__Planctomycetaceae,__Rubinisphaera,__Rubinisphaera brasiliensis,1,1,NR_074297.1,NA,NA,1,4,1,6,1,0,0,1,0,1,1,1,4,0,4,0,0,0,0,0,0,0,0,0
denovo1094,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
denovo1095,Bacteria; __Cyanobacteria; __; __Pleurocapsales; __Dermocarpellaceae; __Stanieria; __Stanieria cyanosphaera,Bacteria,__Cyanobacteria,__,__Pleurocapsales,__Dermocarpellaceae,__Stanieria,__Stanieria cyanosphaera,1,1,NR_102468.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
denovo1096,Bacteria; __Firmicutes; __Clostridia; __Thermoanaerobacterales; __Thermoanaerobacteraceae; __Gelria; __Gelria glutamica,Bacteria,__Firmicutes,__Clostridia,__Thermoanaerobacterales,__Thermoanaerobacteraceae,__Gelria,__Gelria glutamica,1,1,NR_041819.1,NA,NA,0,0,0,3,4,6,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
denovo1097,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,1,0,0,1,0,0,1,2,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0
denovo1098,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobiaceae; __Luteolibacter; __Luteolibacter flavescens,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobiaceae,__Luteolibacter,__Luteolibacter flavescens,1,1,NR_156157.1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
denovo1099,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Nevskiales; __Steroidobacteraceae; __Steroidobacter; __Steroidobacter agariperforans,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Nevskiales,__Steroidobacteraceae,__Steroidobacter,__Steroidobacter agariperforans,1,1,NR_134189.1,NA,NA,0,5,0,0,3,0,0,0,0,1,0,1,2,4,1,0,0,0,0,0,0,0,0,0
denovo1100,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,0,1,4,0,1,0,0,1,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0
denovo1101,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Bacillaceae; __Caldibacillus; __Caldibacillus debilis,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__Bacillaceae,__Caldibacillus,__Caldibacillus debilis,1,1,NR_116990.1,NA,NA,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
denovo1102,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __Variovorax; __Variovorax soli,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Comamonadaceae,__Variovorax,__Variovorax soli,1,1,NR_114300.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
denovo1103,Bacteria; __Chlamydiae; __Chlamydiia; __Parachlamydiales; __Parachlamydiaceae; __Candidatus Protochlamydia; __Candidatus Protochlamydia,Bacteria,__Chlamydiae,__Chlamydiia,__Parachlamydiales,__Parachlamydiaceae,__Candidatus Protochlamydia,__Candidatus Protochlamydia,1,1,NR_115817.1,NA,NA,0,3,1,1,0,3,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
denovo1104,Bacteria; __Actinobacteria; __Rubrobacteria; __Gaiellales; __Gaiellaceae; __Gaiella; __Gaiella occulta,Bacteria,__Actinobacteria,__Rubrobacteria,__Gaiellales,__Gaiellaceae,__Gaiella,__Gaiella occulta,1,1,NR_118138.1,NA,NA,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo1105,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,3,0,1,1,1,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1106,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __; __Chryseolinea; __Chryseolinea soli,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__,__Chryseolinea,__Chryseolinea soli,1,1,NR_165708.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
denovo1107,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,3,1,0,4,0,1,3,0,3,6,1,0,1,0,0,0,0,0,0,0,0,0
denovo1108,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Archangiaceae; __Melittangium; __Melittangium lichenicola,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Archangiaceae,__Melittangium,__Melittangium lichenicola,1,1,NR_115078.1,NA,NA,2,3,0,3,0,2,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
denovo1109,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Thermanaerothrix; __Thermanaerothrix daxensis,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Thermanaerothrix,__Thermanaerothrix daxensis,1,1,NR_117865.1,NA,NA,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1110,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,0,1,0,0,2,1,0,5,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
denovo1111,Bacteria; __Chloroflexi; __Thermomicrobia; __Sphaerobacterales; __Sphaerobacteraceae; __Nitrolancea; __Nitrolancea hollandica,Bacteria,__Chloroflexi,__Thermomicrobia,__Sphaerobacterales,__Sphaerobacteraceae,__Nitrolancea,__Nitrolancea hollandica,1,1,NR_118351.1,NA,NA,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo1112,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Bellilinea; __Bellilinea caldifistulae,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Bellilinea,__Bellilinea caldifistulae,1,1,NR_041354.1,NA,NA,0,0,0,0,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0
